"Zusatzinformation","Zusatzinformationen"
"De kwaliteit van de foto bepaalt het eindresultaat. Zoals de foto op het scherm wordt weergegeven is ook het eindresultaat.","Bitte verwende ein Bild mit ausreichender Auflösung. Wir können nicht mit höherer Auflösung drucken, als das verwendete Bild hergibt."
"Gekozen product:","Gewähltes Produkt:"
"Happy with your design, share it!","Zufrieden mit deinem Design? Teile es!"
"Your design has been shared, thanks!","Vielen Dank, dein Design wurde geteilt."
"Sharing your design has failed, please try again.","Leider konnte dein Design nicht geteilt werden. Bitte versuche es erneut."
"Glanzend","Glänzend"
"Mat","Matt"
"glanzend","glänzend"
"mat","matt"
"Geachte","Sehr geehrte/r"
"Add the following to your order:","Fäge folgendes zu deiner Bestellung hinzu:"
"quotetitle","Sales"
"Select pickup location","Wähle einen Abholort aus"
"Pick Up Location","Abholort"
"You will be redirected to an external payment page when you place the order.","Du wirst bei der Bestellung auf eine externe Zahlungsseite weitergeleitet"
"Add New Rating","Bewertung hinzufügen"
"Assigned Options","Zugewiesene Optionen"
"Be the first to review this product","Schreiben Sie die erste Kundenmeinung"
"Default Value","Standardwert"
"Delete Rating","Bewertung löschen"
"Edit Rating","Bewertung bearbeiten"
"ID","ID"
"If you do not specify a rating title for a store, the default value will be used.","Wenn Sie keinen Bewertungstitel für einen Store angeben, wird der Standardwert genutzt."
"Manage Ratings","Bewertungen verwalten"
"New Rating","Neue Bewertung"
"Option Label","Optionsbezeichnung"
"Option Title","Optionstitel"
"Option Title:","Optionstitel:"
"Please select one of each ratings above","Bitte wählen Sie eine der folgenden Bewertungen"
"Rating Information","Bewertungsinformationen"
"Rating Name","Bewertungsname"
"Rating Options","Bewertungsoptionen"
"Rating Title","Bewertungstitel"
"Rating Visibility","Bewertungssichtbarkeit"
"Rating isn't Available","Bewertung ist nicht verfügbar"
"Rating with the same title","Bewertung mit dem gleichen Titel"
"Save Rating","Bewertung speichern"
"Sort Order","Reihenfolge"
"Visible In","Sichtbar in"
"%d Review(s)","%d Kundenmeinung(en)"
"%s Review(s)","%s Kundenmeinung(en)"
"(Posted on %s)","(Veröffentlicht am %s)"
"1 star","1 Stern"
"2 stars","2 Sterne"
"3 stars","3 Sterne"
"4 stars","4 Sterne"
"5 stars","5 Sterne"
"<a href=""%1$s"" onclick=""this.target=\'blank\'"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>","<a href=""%1$s"" onclick=""this.target=\'blank\'"">%2$s %3$s</a> <a href=""mailto:%4$s"">(%4$s)</a>"
"Add New Review","Neue Kundenmeinung"
"Add Your Review","Kundenmeinung hinzufügen"
"Administrator","Administrator"
"All Reviews of Customer `%s`","Alle Kundenmeinungen des Kunden '%s'"
"All Reviews of Product `%s`","Alle Kundenmeinungen des Artikels '%s'"
"Allow Guests to Write Reviews","Erlaube Gästen Kundenmeinungen abzugeben"
"Are you sure you want to do this?","Sind Sie sicher, dass Sie das tun möchten?"
"Are you sure?","Sind Sie sicher?"
"Average Customer Rating","Durchschnittliche Kundenbewertung"
"Average Customer Rating:","Durchschnittliche Kundenbewertung:"
"Back to Main Product Info","Zurück zur Artikelinformation"
"Back to My Reviews","Zurück zu meinen Kundenmeinungen"
"Back to Product Reviews","Zurück zu Kundenmeinungen"
"Be the first to review this product","Schreiben Sie die erste Kundenmeinung"
"Catalog Product Review View","Katalog Artikelansicht von Kundenmeinungen"
"Catalog Product Reviews List","Katalog Artikelauflistung von Kundenmeinungen"
"Created On","Geschrieben am"
"Customer","Kunde"
"Customer My Account Product Reviews","Kunde Mein Kundenkonto Artikelbewertungen"
"Customer My Account Review Details","Kunde Mein Kundenkonto Bewertungsdetails"
"Customer Reviews","Kundenmeinungen"
"Customers Reviews","Kundenmeinungen"
"Delete","Löschen"
"Delete Review","Kundenmeinung löschen"
"Detailed Rating","Genauere Bewertung"
"Edit Review '%s'","Kundenmeinung '%s' bearbeiten"
"Guest","Gast"
"How do you rate this product?","Wie bewerten Sie diesen Artikel?"
"ID","ID"
"Manage Ratings","Bewertungen verwalten"
"My Product Reviews","Meine Kundenmeinungen"
"My Recent Reviews","Meine letzten Kundenmeinungen"
"Name","Name"
"Name in Store","Name im Store"
"New Review","Neue Kundenmeinungen"
"Nickname can\'t be empty","Nickname darf nicht leer sein"
"Only registered users can write reviews. Please, <a href=""%s"">log in</a> or <a href=""%s"">register</a>","Nur registrierte Kunden können Bewertungen abgeben. Bitte <a href=""%s"">melden Sie sich an</a> oder <a href=""%s"">registrieren Sie sich</a>"
"Pending Reviews","Ausstehende Kundenmeinungen"
"Pending Reviews of Customer `%s`","Ausstehende Kundenmeinungen des Kunden '%s'"
"Please select a product","Bitte einen Artikel auswählen"
"Please select one of each of the ratings above","Bitte wählen Sie eine der obenstehenden Bewertungen"
"Posted By","Veröffentlicht von"
"Product","Artikel"
"Product Name","Artikelname"
"Product Rating","Artikelbewertung"
"Product Rating:","Artikelbewertung:"
"Product Review (submitted on %s):","Kundenmeinung (erstellt am %s):"
"Product Reviews","Kundenmeinungen"
"Product SKU","Artikelnummer"
"Qty","Menge"
"Rating:","Bewertung:"
"Review","Kundenmeinung"
"Review (submitted on %s):","Kundenmeinung (übermittelt am %s):"
"Review Details","Details zur Kundenmeinung"
"Review Form Fields Before","Bewertung Formularfelder davor"
"Review by <span>%s</span>","Kundenmeinung von <span>%s</span>"
"Review can\'t be empty","Kundenmeinung darf nicht leer sein"
"Review summary can\'t be empty","Zusammenfassung der Kundenmeinung darf nicht leer sein"
"Reviews and Ratings","Kundenmeinungen und Bewertungen"
"SKU","Artikelnummer"
"Save Review","Kundenmeinung speichern"
"Submit Review","Kundenmeinung abschicken"
"Summary Rating","Zusammenfassung"
"Summary of Review","Zusammenfassung der Kundenmeinung"
"Summary of Your Review","Zusammenfassung Ihrer Kundenmeinung"
"Title","Titel"
"Type","Art"
"Unable to post the review.","Kundenmeinung konnte nicht übertragen werden."
"Update Status","Status aktualisieren"
"View All Reviews","Alle Kundenmeinungen anzeigen"
"View Details","Details"
"Visible In","Sichtbar in"
"Websites","Websites"
"Write Your Own Review","Schreiben Sie Ihre eigene Kundenmeinung"
"You have submitted no reviews.","Sie haben noch keine Kundenmeinungen abgegeben."
"Your Rating:","Ihre Bewertung:"
"Your Review (submitted on %s):","Ihre Kundenmeinung (vom %s):"
"Your review has been accepted for moderation.","Ihre Kundenmeinung wurde zur Prüfung angenommen"
"Existing customer? Log in to your account","Bereits Kunde? Logg dich mit deinem Account ein"
"Start typing your address or zip/postal code","Geben Sie Ihre Adresse oder Postleitzahl ein"
"Not yet calculated","Noch nicht berechnet"
"My billing and shipping address are the same","Meine Rechnungs- und Lieferadresse sind identisch"
"Checkout Review","Heckout Review"
"Newsletter Subscriptions", "Newsletter-Abos"
"Privacy Settings", "Datenschutzeinstellungen"
"Select location","Ort auswählen"
"To place your order, you must agree to the terms and conditions.","Um Ihre Bestellung aufzugeben, müssen Sie den Allgemeinen Geschäftsbedingungen zustimmen."
"Enter Keyword or Item","Stichwort oder Artikel eingeben"
"Search entire store here...","Durchsuche hier den gesamten Laden..."
"Bestsellers", "Meist verkauft"
"Your search returned no products.","Ihre Suche ergab keine Produkte."
"Search results for: '%1'","Suchergebnisse für: '%1'"
"Recently Viewed Products","Kürzlich Angesehene Produkte"
"Your search returned no results.","Deine suche ergab keine ergebnisse."
"Did you mean","Hast du gemeint"
"Related Terms","Verwandte Begriffe"
"This is a required field.","Dies ist ein Pflichtfeld."
"The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.","Die Bestellung wurde nicht aufgegeben. Akzeptieren Sie zunächst die Allgemeinen Geschäftsbedingungen und versuchen Sie dann erneut, Ihre Bestellung aufzugeben."
"Change Country", "Land wählen"
"Order now and your order will be shipped on %s!","Bestelle jetzt und deine Bestellung wird am %s versendet!"
"Order now and your order will be shipped on %1!","Bestelle jetzt und deine Bestellung wird am %1 versendet!"
"You added %s to your shopping cart.","Sie haben %s in Ihren Warenkorb gelegt."
"You added %1 to your shopping cart.","Sie haben %1 in Ihren Warenkorb gelegt."
"We can't add this item to your shopping cart right now.","Wir können diesen Artikel derzeit nicht in Ihren Warenkorb legen."
"Cart Subtotal","Warenkorb Zwischensumme"
"One or more items in your order are not on stock. Your total order will be shipped on %s","Ein oder mehrere Artikel Ihrer Bestellung sind nicht auf Lager. Ihre gesamte Bestellung wird am %s versendet"
"Print receipt", "Druckeingang"
"Your order # is: %1.", "Ihre Bestellnummer lautet: %1."
"We'll email you an order confirmation with details and tracking info.", "Wir senden Ihnen eine Auftragsbestätigung mit Details und Tracking-Informationen per E-Mail zu."
"We expect to ship your order on %1 and your order will be delivered on %2.", "Wir gehen davon aus, dass Ihre Bestellung am %1 versendet wird und Ihre Bestellung am %2 geliefert wird."
"We expect to ship your order on %1 and your order will be delivered between %2 and %3.", "Wir gehen davon aus, dass Ihre Bestellung am %1 versendet wird und Ihre Bestellung zwischen %2 und %3 geliefert wird."
"We expect to ship your order on %1.", "Wir gehen davon aus, dass Ihre Bestellung am %1 versendet wird."
"Tax","Méhrwertsteuer"
"Sign In","Anmelden"
"Sign Out","Abmelden"
"The requested qty exceeds the maximum qty allowed in shopping cart","Die angeforderte Menge überschreitet die maximal zulässige Menge im Warenkorb"
"Are you sure you would like to remove this item from the shopping cart?","Möchten Sie diesen Artikel wirklich aus dem Warenkorb entfernen?"
"The shipping method is missing. Select the shipping method and try again.","Die Versandart fehlt. Wählen Sie die Versandart aus und versuchen Sie es erneut."
"Back to Store","Zurück zum Laden"
"For delivery questions.","Bei Fragen zur Lieferung."
"Ship here","Versenden Sie hier"
"Some addresses can't be used due to the configurations for specific countries.","Einige Adressen können aufgrund der Konfigurationen für bestimmte Länder nicht verwendet werden."
"An error occurred on the server. Please try to place the order again.","Auf dem Server ist ein Fehler aufgetreten. Bitte versuchen Sie erneut, die Bestellung aufzugeben."
"Submit chosen location","Ausgewählten Ort senden"
"Pickup locations found","Abholorte gefunden"
"Filter pickup locations","Abholorte filtern"
"Postcode, city, street, house","PLZ, Ort, Straße, Haus"
"Late open (after: 18:00)","Spät geöffnet (nach: 18:00)"
"Open early (before 9:00)","Früh geöffnet (vor 9:00)"
"Open on Sunday","Sonntag geöffnet"
"Choose a pickup location","Wählen Sie einen Abholort"
"I would like to receive a new one","Ich möchte ein neues erhalten"
"I would like to get a refund","Ich möchte eine Rückerstattung erhalten"
"Select subcategory", "Unterkategorie auswählen"
"Choose your solution", "Wählen Sie Ihre Lösung"
"Print quality","Druckqualität"
"Product quality (item)","Produktqualität (Artikel)"
"Wrong product (does not fit)","Falsches Produkt (passt nicht)"
"It is not what I expected","Es ist nicht das, was ich erwartet habe"
"Package not yet arrived","Paket noch nicht angekommen"
"Choose another Topic","Wähle ein anderes Thema"
"Need help? Contact us here", "Du benötigst Hilfe? Kontaktiere uns hier"
"Contact with Gocustomized support", "Kontakt zum Gocustomized Support"
"Hi %1, please specify your support request", "Hallo %1, bitte gebe Deine Supportanfrage an"
"Hi %1, how can we help you?", "Hallo %1, wie können wir dir weiterhelfen?"
"I need assistance with", "Ich habe eine Frage bezüglich"
"My received product(s)", "Mein erhaltenes Produkt"
"My delivery", "Meine Lieferung"
"Cancel order", "Bestellung stornieren"
"Others", "Anderes"
"Please select your question or complaint", "Bitte wähle deine Frage oder Beschwerde"
"Contact", "Kontakt"
"How can we help you?", "Wie können wir dir weiterhelfen?"
"DIRECT CUSTOMER SUPPORT", "DIREKTE KUNDENUNTERSTÜTZUNG"
"Login", "Anmelden"
"Please login to continue with direct support.", "Bitte melden Sie sich an, um mit dem direkten Support fortzufahren."
"Not (yet) a customer? You can get in contact with our support team <a href=""javascript:otherQuestion()"">here</a>", "Noch kein Kunde oder eine allgemeine Frage? Kontaktiere uns <a href=""javascript:otherQuestion()"">hier</a>"
"Next", "Vor"
"Other", "Andere"
"change", "ändern"
"Please fill in the required fields", "Bitte fülle die erforderlichen Felder aus"
"View all topics","Zeige alle Themen"
"Submit","Absenden"
"Question related to","Deine Frage bezieht sich auf"
"My preferred solution","Meine bevorzugte Lösung"
"Upload an image","Lade ein Bild hoch, auf dem das Problem ersichtlich ist"
"Description of the issue","Dein Kommentar"
"Please note that we can only cancel your order if we did not start printing and shipping your product.", "Bitte bedenke, dass wir deine Bestellung nur stornieren können, wenn die Produktion & Versand noch nicht begonnen hat."
"Didn't find what you're looking for?","Hast Du nicht gefunden, wonach Du suchst? Kontaktiere uns für direkten Support"
"contact us","Kontaktieren Sie uns"
"Topics","Themen"
"Search for help by topic, keywords","Suche nach Thema, Stichwörtern"
"Popular topics:","Bekannte Themen:"
"return","garantie"
"shipping","versand"
"payment","zahlungsmethoden"
"Cash On Delivery","Barzahlung bei Lieferung"
"Credit Card","Kreditkarte"
"Shipping & Handling","Versand & Bearbeitung"
"Newsletter Subscriptions", "Newsletter Abonnements"
"Go back","Zurück"
"You aren't subscribed to our newsletter.","Sie haben unseren Newsletter nicht abonniert."
"Email","eMail-Adresse"
"You have no other address entries in your address book.","Sie haben keine weiteren Adresseinträge in Ihrem Adressbuch."
"%1 Item(s)","%1 Artikel"
"Subscription option","Abonnement-Option"
"Policies text","Richtlinientext"
"Read Privacy Policy","Datenschutzerklärung lesen"
"Read Cookie Policy","Cookie-Richtlinie lesen"
"Here you can download a copy of your personal data which we store for your account in CSV format.","Hier können Sie eine Kopie Ihrer persönlichen Daten, die wir für Ihr Konto speichern, im CSV-Format herunterladen."
"Download","Herunterladen"
"Anonymise personal data","Persönliche Daten anonymisieren"
"Anonymising your personal data means that it will be replaced
                        with non-personal anonymous information and before that you will get your
                        new login to your e-mail address (your password will stay the same). After this process,
                        your e-mail address and all other personal data will be removed from the website.","Die Anonymisierung Ihrer personenbezogenen Daten bedeutet, dass diese ersetzt werden
                        mit nicht-personenbezogenen anonymen Informationen und vorher erhalten Sie Ihre
                        neue Anmeldung an Ihre E-Mail-Adresse (Ihr Passwort bleibt unverändert). Nach diesem Vorgang,
                        Ihre E-Mail-Adresse und alle anderen personenbezogenen Daten werden von der Website entfernt."
"I agree and I want to proceed","Ich stimme zu und möchte fortfahren"
"Proceed","Fortfahren"
"Delete account","Konto löschen"
"Request to remove your account, together with all your personal data,
                         will be processed by our staff.<br>Deleting your account will remove all the purchase
                         history, discounts, orders, invoices and all other information that might be related to your
                         account or your purchases.<br>All your orders and similar information will be
                         lost.<br>You will not be able to restore access to your account after
                         we approve your removal request.","Antrag auf Löschung Ihres Kontos zusammen mit all Ihren personenbezogenen Daten,
                         wird von unseren Mitarbeitern bearbeitet.<br>Wenn Sie Ihr Konto löschen, werden alle Käufe entfernt
                         Historie, Rabatte, Bestellungen, Rechnungen und alle anderen Informationen, die mit Ihrer
                         Konto oder Ihre Einkäufe.<br>Alle Ihre Bestellungen und ähnliche Informationen werden
                         verloren.<br>Sie können den Zugriff auf Ihr Konto danach nicht wiederherstellen
                         Wir genehmigen Ihren Antrag auf Entfernung."
"I understand and I want to delete my account","Ich verstehe und möchte mein Konto löschen"
"Submit request","Anfrage einreichen"
"You saved the account information.","Sie haben die Kontoinformationen gespeichert."
"You have placed no orders.","Du hast keine Bestellungen hinterlegt."
"Please select a region, state or province.","Bitte wählen Sie eine Region, ein Bundesland oder eine Provinz aus."
"You updated your password.","Sie haben Ihr Passwort aktualisiert."
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Wenn ein Konto mit %1 verknüpft ist, erhalten Sie eine E-Mail mit einem Link zum Zurücksetzen Ihres Passworts."
"Ship To","Ausliefern"
"Reorder","Nachbestellen"
"Recently Ordered","Kürzlich bestellt"
"View All","Alle ansehen"
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","Die Kontoanmeldung war falsch oder Ihr Konto ist vorübergehend deaktiviert. Bitte warten Sie und versuchen Sie es später erneut."
"Hi %s, Please include as much detail as possible","Hallo %s, bitte geben Sie so viele Details wie möglich an"
"You will be redirected to the PayPal website.","Sie werden auf die PayPal-Website weitergeleitet."
"Select Store:","Shop auswählen:"
"Design now!","Jetzt gestalten!"
"Items Ordered","Bestellte Artikel"
"Order information","Bestellinformationen"
"You have signed out and will go to our homepage in 5 seconds.","Sie haben sich abgemeldet und gelangen in 5 Sekunden auf unsere Homepage."
"Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.","Die Mindestlänge dieses Felds muss gleich oder größer als %1 Zeichen sein. Führende und nachgestellte Leerzeichen werden ignoriert."
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Die Mindestanzahl verschiedener Zeichenklassen im Kennwort ist %1. Zeichenklassen: Kleinbuchstaben, Großbuchstaben, Ziffern, Sonderzeichen."
"Please enter the same value again.","Bitte geben Sie den gleichen Wert erneut ein."
"Please enter your email address below to receive a password reset link.","Bitte geben Sie unten Ihre E-Mail-Adresse ein, um einen Link zum Zurücksetzen des Passworts zu erhalten."
"Set a New Password","Legen Sie ein neues Passwort fest"
"Thanks for reaching out to us we'll soon be in contact.","Vielen Dank für die Kontaktaufnahme. Wir werden uns bei Ihnen melden."
"Estimated delivery:","Voraussichtliches Zustelldatum:"
"Estimated delivery","Voraussichtliches Zustelldatum"
"tracked_without_sign","Ohne Unterschrift verfolgbar"
"tracked_with_sign","Mit Unterschrift verfolgbar"
"moneyback_guarantee","Garantierte Lieferung"
"Welcome to","Willkommen bei"
"Welcome to %store_name.","Willkommen bei %store_name."
"Welcome to %store_name","Willkommen bei %store_name"
"Welcome to %s.","Willkommen bei %s."
"Welcome to %1.","Willkommen bei %1."
"To sign in to our site and set a password, click on the <a href=""%create_password_url"">link</a>:","Zur Anmeldung auf unserer Website und zum Einrichten eines Passworts, klicken Sie bitte auf den <a href=""%create_password_url"">Link</a>:"
"To sign in to our site and set a password, click on the <a href=""%s"">link</a>:","Zur Anmeldung auf unserer Website und zum Einrichten eines Passworts, klicken Sie bitte auf den <a href=""%s"">Link</a>:"
"To sign in to our site and set a password, click on the <a href=""%1"">link</a>:","Zur Anmeldung auf unserer Website und zum Einrichten eines Passworts, klicken Sie bitte auf den <a href=""%1"">Link</a>:"
"Email:","E-Mail:"
"When you sign in to your account, you will be able to:","Sobald Sie sich bei Ihrem Konto angemeldet haben, können Sie:"
"Proceed through checkout faster","Den Bestellvorgang schneller abwickeln"
"Check the status of orders","Den Status Ihrer Bestellungen überprüfen"
"View past orders","Frühere Bestellungen einsehen"
"Store alternative addresses (for shipping to multiple family members and friends)","Alternative Adressen speichern (für den Versand an mehrere Familienmitglieder und Freunde)"
"Thank you, %store_name","Vielen Dank, %store_name"
"Thank you, %s","Vielen Dank, %s"
"Thank you, %1","Vielen Dank, %1"
"Invoices","Rechnungen"
"Order Shipments","Sendungen bestellen"
"Back to My Orders","Zurück zu Meine Bestellungen"
"Order # %1","Bestellnummer %1"
"Print All Invoices","Alle Rechnungen drucken"
"Invoice #","Rechnung #"
"Print Invoice","Rechnung drucken"
"Qty Invoiced","Fakturierte Menge"
"Order Information","Bestellinformationen"
"You submitted your review for moderation.","Sie haben Ihre Bewertung zur Moderation eingereicht."
"Print All Shipments","Alle Sendungen drucken"
"Shipment #","Sendung #"
"Shipment #%1","Sendung #%1"
"Print Shipment","Sendung drucken"
"Track this shipment","Verfolgen Sie diese Sendung"
"Qty Shipped","Versendete Menge"
"Refunds","Rückerstattungen"
"Print All Refunds","Alle Rückerstattungen drucken"
"Refund #","Rückerstattung #"
"Refund #%1","Rückerstattung #%1"
"Print Refund","Rückerstattung drucken"
"Discount Amount","Rabattbetrag"
"Row Total","Gesamt"
"Discount (%1)","Rabatt (%1)"
"SEE LESS","WENIG SEHEN"
"Nickname","Spitzname"
"Welcome, %1!","Welkom, %1!"
"Shipments","Zendingen"
"ALL REVIEWS","ALLE BEWERTUNGEN"
"All Reviews","Alle Bewertungen"
"View all reviews","Alle Kundenmeinungen anzeigen"
"I Agree","Ich stimme zu"
"Your coupon was successfully applied.","Ihr Gutschein wurde erfolgreich eingelöst."
"Your coupon was successfully removed.","Ihr Coupon wurde erfolgreich entfernt."
"Your order number is: %1","Uw bestelnummer is: %1"
"Your order # is: <span>%1</span>.","Uw bestelnummer is: <span>%1</span>."
"We\'ll email you an order confirmation with details and tracking info.","We sturen je een orderbevestiging met details en trackinginformatie."
"Click <a href=""%1"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","Klik <a href=""%1"" onclick=""this.target=\'_blank\'"">hier om</a> een kopie van uw orderbevestiging af te drukken."
"%1 was updated in your shopping cart.","%1 wurde in Ihrem Warenkorb aktualisiert."
"I have a question about","Ich habe eine Frage über"
"How Do You Rate This Product?","Wie bewerten Sie diesen Artikel?"
"Summary of your Review","Zusammenfassung Ihrer Kundenmeinung"
"Ship Here","Versenden Sie hier"
"Cancel coupon","Rabattcode stornieren"
"Password Strength","Passwortstärke"
"No Password","Kein Passwort"
"Weak","Schwach"
"Medium","Mittel"
"Strong","Stark"
"Very Strong","Sehr stark"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Es gibt bereits ein Konto mit dieser E-Mail-Adresse. Wenn Sie sicher sind, dass es Ihre E-Mail-Adresse ist, klicken Sie <a href=""%1"">hier</a>, um Ihr Passwort zu erhalten und auf Ihr Konto zuzugreifen."
"Sorry, no quotes are available for this order.","Für diese Bestellung sind leider keine Angebote verfügbar."
"Get shipping methods and rates","Versandarten und Preise abrufen"
"You don\'t need to select a shipping method.","Sie müssen keine Versandart auswählen."
"Incl. Tax","Inkl. Steuer"
"Incl. tax","Inkl. steuer"
"Excl. Tax","Exkl. Steuer"
"Excl. tax","Exkl. steuer"
"Total incl. tax","Gesamt inkl. steuern"
"Total excl. tax","Gesamt exkl. steuern"
"Refund Shipping (Incl. Tax)","Versand zurückerstattet (Inkl. Steuer)"
"Refund Shipping (Excl. Tax)","Versand zurückerstattet (Exkl. Steuer)"
"Refund Shipping","Versand Zurückerstattet"
"Click to change shipping method","Klicken, um Versandart zu ändern"
"Save in address book","Im Adressbuch speichern"
"Please specify a regionId in shipping address.","Bitte geben Sie eine regionId in der Lieferadresse an."
"New Customers","Neue Kunden"
"Registered Customers","Registrierte Kunden"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Wenn Sie in unserem Shop ein Benutzerkonto einrichten, werden Sie schneller durch den Bestellvorgang geführt, können mehrere Versandadressen speichern, Ihren bisherigen Bestellablauf verfolgen und vieles mehr."
"If you have an account with us, please log in.","Wenn Sie bei uns ein Benutzerkonto besitzen, melden Sie sich bitte an."
"Coupon code is not valid","Gutscheincode ist nicht gültig"
"Login or Create an Account","Anmelden oder Benutzerkonto erstellen"
"View and Edit Cart","Warenkorb anzeigen und bearbeiten"
"We can't find products matching the selection.","Wir können keine Produkte finden, die der Auswahl entsprechen."
"GoCustomized - Design your product","GoCustomized - Gestalte dein Produkt"
"You're reviewing:","Sie bewerten:"
"You're reviewing:\n%s","Sie bewerten:\n%s"
"You coupon was successfully applied.","Ihr Gutschein wurde erfolgreich eingelöst."
"No Payment Methods","Keine Zahlungsmethoden"
"You have no items in your shopping cart.","Sie haben keine Artikel im Warenkorb."
"Quality","Qualität"
"star","stern"
"Go Back","Zurück"
"Please make sure your passwords match.","Bitte stellen Sie sicher, dass die beiden Passworte identisch sind."
"We can\'t save the customer.","Wir können den Kunden nicht retten."
"Thank you for registering with %1.","Vielen Dank für Ihre Registrierung bei %1."
"Print Order","Bestellung drucken"
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Bestelldatum:</span> %1"
"Price","Preis"
"price","preis"
"Filter","Filter"
"filter","filter"
"Could not apply coupon code","Gutscheincode konnte nicht angewendet werden"
"The shipping address is missing. Set the address and try again.","Die Lieferadresse fehlt. Legen Sie die Adresse fest und versuchen Sie es erneut."
"Please type the letters below","Bitte geben Sie die Zeichen unten ein"
"Products Reviews","Kundenmeinungen zu Artikeln"
"Currently Shopping by","Derzeit Einkaufen nach"
"Currently Shopping by:","Derzeit Einkaufen von:"
"Reviews %1","Bewertungen %1"
"You save the address.","Sie speichern die Adresse"
"Reset My Password","Setze mein Passwort zurück"
"Incorrect CAPTCHA","Falsches CAPTCHA"
"A login and a password are required.","Ein Login und ein Passwort sind erforderlich."
"Your search returned no results.","Deine Suche ergab keine Ergebnisse."
"Did you mean","Meinten Sie"
"Search results for: '%1'","Suchergebnisse für: '%1'"
"Ordered","Bestellt"
"Shipped","Versendet"
"Create New Customer Account","Neues Kundenkonto erstellen"
"Personal Information","Persönliche Informationen"
"Sign Up for Newsletter","Anmeldung für Newsletter"
"Login Information","Anmeldeinformationen"
"Review by","Überprüfung durch"
"Posted on","Veröffentlicht am"
"Please select a pickup location.","Bitte wählen Sie einen Abholort."
"Already a customer?","Sind Sie bereits Kunde?"
"Receive a faster answer about your order by login in below.","Loggen Sie sich hier ein, um schneller Antworten zu Ihren Bestellung zu erhalten."
"Customer accounts are created when you place an order. An email to activate your account was sent the same day. Did not receive that email? Activate your account by resetting your password <a href=""%1"">here</a>.","Beim Aufgeben einer Bestellung wird ein Kundenkonto erstellt. Am selben Tag wurde eine E-Mail zur Freischaltung Ihres Kontos versandt. Haben Sie diese E-Mail nicht erhalten? Schalten Sie Ihr Konto frei, indem Sie Ihr Passwort <a href=""%1"">hier</a> zurücksetzen."
"Customer Contact","Kontakt für Kunden"
"Not yet a customer? If you haven’t placed an order with us, please fill out our contact form.","Sind Sie noch kein Kunde? Wenn Sie keine Bestellung bei uns aufgegeben haben, füllen Sie bitte unser Kontaktformular aus."
"Fill out contact form","Kontaktformular ausfüllen"
"Not yet a customer?","Sind Sie noch kein Kunde?"
"If you haven’t placed an order with us, please fill out our contact form below. If your question is about your order, please login <span class=""login"">here</span>. This will help us give you a faster answer!","Wenn Sie keine Bestellung bei uns aufgegeben haben, füllen Sie bitte unser Kontaktformular unten aus. Wenn Ihre Frage Ihre Bestellung betrifft, loggen Sie sich bitte <span class=""login"">hier</span> ein. Auf diese Weise können wir Ihnen schneller antworten!"
"General contact form:","Allgemeines Kontaktformular:"
"Login to your account","In Ihr Konto einloggen"
"Check your inbox, we’ll send you...","Überprüfen Sie Ihren Posteingang, wir senden Ihnen..."
"An email to activate your Customer Account to follow up your order.","Eine E-Mail zur Freischaltung Ihres Kundenkontos und zur Überprüfung Ihrer Bestellung."
"Your order confirmation with the details of your purchase.","Ihre Bestellbestätigung mit den Einzelheiten Ihres Ankaufs."
"Activate your customer account – Review your order details in one place.","Schalten Sie Ihr Kundenkonto frei – Alle Details zu Ihren Bestellungen an einem Ort."
"Your customer account has been created.","Ihr Kundenkonto wurde erstellt."
"Follow up your order, get direct support, and much more by activating your account! <br/>You just need to set up a password.","Bestellungen einsehen, direkten Support erhalten und vieles mehr – Schalten Sie jetzt Ihr Konto frei! <br/>Sie müssen lediglich ein Passwort erstellen."
"<a href=""%create_password_url"">Activate your account</a>","<a href=""%create_password_url"">Konto freischalten</a>"
"It might help you to check our delivery information.","Möglicherweise hilft es Ihnen, sich unsere Lieferinformationen anzusehen."
"By placing an order a customer account is automatically created.","Beim Aufgeben einer Bestellung wird automatisch ein Kundenkonto erstellt."
"You are signed out","Sie sind abgemeldet"
"Please enter your email address below. You will receive a link to reset your password.","Bitte geben Sie Ihre E-Mail Adresse an, um einen Link per E-Mail zu erhalten, mit dem Sie Ihr Passwort zurücksetzen können."
"Track Shipment","Sendung verfolgen"
"No Faqs Found!","Keine FAQs gefunden!"
"Your order was successfully received (order number: %1).","Ihre Bestellung wurde erfolgreich aufgegeben (Bestellnummer: %1)."
"We expect to deliver your order around %1 and %2.","Ihre Bestellung wird voraussichtlich zwischen dem %1 und %2 geliefert."
"We expect to deliver your order on %1.","Ihre Bestellung wird voraussichtlich dem %1 geliefert."
